Scope,,,,,,,,,,,,
Time,27/06/2024 11:39,27/06/2024 11:39,27/06/2024 11:40,27/06/2024 11:41,27/06/2024 11:41,27/06/2024 11:42,27/06/2024 11:44,27/06/2024 11:44,27/06/2024 11:45,27/06/2024 11:47,27/06/2024 11:47,27/06/2024 11:48
Name,LLT-2-O-1-T-D2,LLT-2-O-1-M-D2,LLT-2-O-1-L-D2,LLT-2-O-2-T-D2,LLT-2-O-2-M-D2,LLT-2-O-2-L-D2,LLT-2-O-3-T-D2,LLT-2-O-3-M-D2,LLT-2-O-3-L-D2,LLT-2-O-4-T-D2,LLT-2-O-4-M-D2,LLT-2-O-4-L-D2
GPS,12° 40.4478' N  36° 16.6938' E,12° 40.4478' N  36° 16.6938' E,12° 40.4478' N  36° 16.6938' E,12° 40.4470' N  36° 16.6909' E,12° 40.4470' N  36° 16.6909' E,12° 40.4432' N  36° 16.6898' E,12° 40.4333' N  36° 16.7131' E,12° 40.4333' N  36° 16.7131' E,12° 40.4333' N  36° 16.7131' E,12° 40.4407' N  36° 16.7258' E,12° 40.4407' N  36° 16.7258' E,12° 40.4407' N  36° 16.7258' E
-----------------------End of Scope ----------------------,,,,,,,,,,,,
,,,,,,,,,,,,
Absorbance,,,,,,,,,,,,
Time,27/06/2024 11:39,27/06/2024 11:39,27/06/2024 11:40,27/06/2024 11:41,27/06/2024 11:41,27/06/2024 11:42,27/06/2024 11:44,27/06/2024 11:44,27/06/2024 11:45,27/06/2024 11:47,27/06/2024 11:47,27/06/2024 11:48
Name,LLT-2-O-1-T-D2,LLT-2-O-1-M-D2,LLT-2-O-1-L-D2,LLT-2-O-2-T-D2,LLT-2-O-2-M-D2,LLT-2-O-2-L-D2,LLT-2-O-3-T-D2,LLT-2-O-3-M-D2,LLT-2-O-3-L-D2,LLT-2-O-4-T-D2,LLT-2-O-4-M-D2,LLT-2-O-4-L-D2
GPS,12° 40.4478' N  36° 16.6938' E,12° 40.4478' N  36° 16.6938' E,12° 40.4478' N  36° 16.6938' E,12° 40.4470' N  36° 16.6909' E,12° 40.4470' N  36° 16.6909' E,12° 40.4432' N  36° 16.6898' E,12° 40.4333' N  36° 16.7131' E,12° 40.4333' N  36° 16.7131' E,12° 40.4333' N  36° 16.7131' E,12° 40.4407' N  36° 16.7258' E,12° 40.4407' N  36° 16.7258' E,12° 40.4407' N  36° 16.7258' E
-----------------------End of Absorbance ----------------------,,,,,,,,,,,,
,,,,,,,,,,,,
Transmitance,,,,,,,,,,,,
,,,,,,,,,,,,
Time,27/06/2024 11:39,27/06/2024 11:39,27/06/2024 11:40,27/06/2024 11:41,27/06/2024 11:41,27/06/2024 11:42,27/06/2024 11:44,27/06/2024 11:44,27/06/2024 11:45,27/06/2024 11:47,27/06/2024 11:47,27/06/2024 11:48
Name,LLT-2-O-1-T-D2,LLT-2-O-1-M-D2,LLT-2-O-1-L-D2,LLT-2-O-2-T-D2,LLT-2-O-2-M-D2,LLT-2-O-2-L-D2,LLT-2-O-3-T-D2,LLT-2-O-3-M-D2,LLT-2-O-3-L-D2,LLT-2-O-4-T-D2,LLT-2-O-4-M-D2,LLT-2-O-4-L-D2
GPS,12° 40.4478' N  36° 16.6938' E,12° 40.4478' N  36° 16.6938' E,12° 40.4478' N  36° 16.6938' E,12° 40.4470' N  36° 16.6909' E,12° 40.4470' N  36° 16.6909' E,12° 40.4432' N  36° 16.6898' E,12° 40.4333' N  36° 16.7131' E,12° 40.4333' N  36° 16.7131' E,12° 40.4333' N  36° 16.7131' E,12° 40.4407' N  36° 16.7258' E,12° 40.4407' N  36° 16.7258' E,12° 40.4407' N  36° 16.7258' E
NDVI,0.496228411,0.483083958,0.481786231,0.240182409,0.39519352,0.418194607,0.507211352,0.419255208,0.474834523,0.280359414,0.473926822,0.420985566
SR,2.97005318,2.869100276,2.859411156,1.632210708,2.306842879,2.437575558,3.058535051,2.443853528,2.808323446,1.779165097,2.801752463,2.454145324
MCARI1,17.53730815,16.05751504,14.70052305,7.053932452,14.62404559,14.4989059,12.0892623,11.76295195,14.20842369,9.879968446,16.42475389,15.32242874
OSAVI,0.634131665,0.601933453,0.590438297,0.337036809,0.514135115,0.532670472,0.643347945,0.543328777,0.595817633,0.382579344,0.609278646,0.573005321
G,1.518642192,1.366799412,1.315564072,0.956245467,1.372386218,1.366941162,1.537080818,1.388499008,1.394203876,1.044276086,1.508903565,1.585218203
MCARI,3.646062128,2.438853347,1.965545266,1.901059618,2.736066051,2.434736168,2.242505325,2.149263806,2.14576788,2.617636094,3.128386097,4.009679714
TCARI,-4.843840607,-4.808308108,-4.599198181,-5.459079513,-5.662220949,-5.383770978,-3.252472493,-4.162705092,-4.371206152,-5.834509141,-4.887061036,-5.060530216
TVI,640.7614091,587.6397367,540.4274311,276.8509935,530.2416584,526.662556,444.8634987,428.622249,521.3054725,379.173275,596.7469506,554.1569694
ZMI,1.560264417,1.642707041,1.673312446,1.201510357,1.425448764,1.49125166,1.644139659,1.505143952,1.648033297,1.212541993,1.564478999,1.386784903
SPRI,0.891681801,0.835827653,0.853835527,0.693480742,0.882418014,0.888314531,0.879168914,0.830933783,0.853317591,0.872035704,0.872779871,0.792831697
NPQI,-0.058607854,-0.059406462,-0.057944905,-0.177030718,-0.075562591,-0.066532178,-0.04719139,-0.088352659,-0.077481366,-0.095277731,-0.092294583,-0.099621225
PRI,0.012404891,0.005529027,0.007765458,-0.04630281,0.002364796,0.006719892,0.012743141,0.005524467,0.00672137,-0.027118129,0.010745535,0.001905783
NPCI,0.057260264,0.089426884,0.078844358,0.180999554,0.062463271,0.059145586,0.064300279,0.092338794,0.079145857,0.068355692,0.067931171,0.115553681
Ctr1,1.57077251,1.565259897,1.478175555,2.098763606,1.506150824,1.456968098,1.553089233,1.649437829,1.552108525,1.542616498,1.628142289,1.9299628
Ctr2,0.397473157,0.394406828,0.3919116,0.672680994,0.47797196,0.451787693,0.371148732,0.452811271,0.39546934,0.621361455,0.40527218,0.466670276
